participantId,trialNumber,condition,values,marked,reportedPercent,truePercent,log2Error
001,30,Bar,"[42,83,46,80,71,31,51,84,65,1]","[4,8]",90,92,1.0874628412503393
001,31,Bar,"[9,86,70,21,61,79,58,64,94,16]","[0,6]",22,16,2.6147098441152083
001,32,Bar,"[69,44,92,25,84,35,84,11,19,0]","[6,7]",16,13,1.6438561897747246
001,33,StackedBar,"[39,14,26,72,59,73,2,29,61,59]","[2,5]",92,36,5.810571634741147
001,34,ComparativeBar,"[16,0,69,50,30,66,76,19,79,31]","[5,1]",0,0,0
001,35,ComparativeBar,"[19,84,45,90,91,9,37,93,35,84]","[8,5]",20,26,2.6147098441152083
001,36,StackedBar,"[12,6,26,12,7,60,41,33,88,18]","[2,7]",100,79,4.400879436282184
001,37,Bar,"[85,33,82,98,67,78,55,27,88,47]","[2,6]",68,67,0.16992500144231237
001,38,Bar,"[32,17,58,35,86,28,77,4,83,30]","[5,2]",40,48,3.0223678130284544
001,39,StackedBar,"[70,21,51,65,82,96,73,82,86,34]","[4,9]",85,41,5.463524373271181
001,40,Bar,"[51,44,87,72,93,67,18,20,71,91]","[8,2]",20,82,5.957102041562286
001,41,StackedBar,"[32,24,47,45,68,6,72,87,81,100]","[3,5]",98,13,6.411510988012071
001,42,ComparativeBar,"[18,73,58,5,35,64,52,88,53,52]","[2,4]",52,60,3.0223678130284544
001,43,Bar,"[52,80,22,37,94,93,94,86,7,100]","[5,1]",85,86,0.16992500144231237
001,44,StackedBar,"[55,40,43,97,16,34,31,8,42,55]","[2,3]",100,44,5.810571634741147
001,45,Bar,"[21,38,93,16,65,56,65,55,97,31]","[1,5]",65,68,1.6438561897747246
001,46,StackedBar,"[24,53,79,29,63,21,1,20,36,85]","[9,8]",98,42,5.810571634741147
001,47,StackedBar,"[24,20,100,89,20,18,29,71,52,14]","[6,0]",100,83,4.098032082960526
001,48,StackedBar,"[79,37,82,8,40,4,35,74,18,4]","[9,4]",100,10,6.493855449240822
001,49,Bar,"[12,30,4,87,43,93,15,80,78,26]","[3,0]",15,14,0.16992500144231237
001,50,Bar,"[72,53,69,47,95,46,18,32,88,86]","[8,1]",65,60,2.357552004618084
001,51,ComparativeBar,"[40,44,2,70,26,7,42,84,89,68]","[7,5]",10,8,1.0874628412503393
001,52,StackedBar,"[59,19,30,71,24,51,44,38,64,9]","[9,2]",98,30,6.090112419664289
001,53,StackedBar,"[60,40,17,33,86,28,51,98,98,5]","[5,7]",100,29,6.152284842306582
001,54,Bar,"[1,18,36,19,53,56,19,60,67,32]","[4,8]",65,79,3.820178962415188
001,55,StackedBar,"[47,5,1,86,21,86,51,76,98,93]","[7,8]",100,78,4.467605550082998
001,56,StackedBar,"[66,0,33,64,91,86,95,98,34,38]","[9,8]",100,89,3.4757334309663976
001,57,Bar,"[18,62,31,5,99,42,55,5,12,41]","[9,1]",66,66,0
001,58,ComparativeBar,"[63,40,34,16,38,68,17,79,39,89]","[0,2]",64,54,3.3398500028846247
001,59,Bar,"[60,77,86,75,92,77,93,88,94,47]","[6,0]",66,65,0.16992500144231237
001,60,StackedBar,"[57,87,0,74,73,95,74,70,20,76]","[4,8]",100,27,6.1922928144707665
002,1,ComparativeBar,"[60,66,44,59,75,28,64,15,45,60]","[3,1]",85,89,2.0443941193584534
002,2,StackedBar,"[44,94,69,45,4,28,62,60,59,7]","[6,2]",90,90,0
002,3,ComparativeBar,"[64,75,42,25,9,57,8,77,70,46]","[9,2]",95,91,2.0443941193584534
002,4,StackedBar,"[36,6,92,86,7,36,96,89,50,72]","[8,5]",80,72,3.0223678130284544
002,5,Bar,"[52,74,46,76,71,87,26,20,8,69]","[4,5]",80,82,1.0874628412503393
002,6,StackedBar,"[34,22,13,28,83,89,96,35,19,62]","[9,4]",75,75,0
002,7,Bar,"[87,95,31,40,27,80,29,54,10,30]","[8,3]",25,25,0
002,8,ComparativeBar,"[14,85,64,66,24,45,64,66,100,68]","[5,6]",75,70,2.357552004618084
002,9,ComparativeBar,"[8,29,0,61,11,21,64,79,5,65]","[9,3]",100,94,2.6147098441152083
002,10,StackedBar,"[55,52,46,20,42,7,90,9,46,7]","[3,8]",50,43,2.8328900141647417
002,11,StackedBar,"[12,16,89,3,5,61,54,35,72,62]","[9,0]",12,19,2.8328900141647417
002,12,ComparativeBar,"[35,32,59,42,88,50,96,18,88,35]","[2,1]",50,54,2.0443941193584534
002,13,StackedBar,"[63,17,87,21,0,64,41,1,88,40]","[1,7]",8,6,1.0874628412503393
002,14,Bar,"[12,98,56,68,29,47,66,94,35,33]","[2,7]",45,60,3.9188632372745946
002,15,ComparativeBar,"[73,6,68,82,12,45,37,2,19,5]","[4,3]",12,15,1.6438561897747246
002,16,Bar,"[16,84,64,35,51,73,96,13,34,53]","[0,7]",95,81,3.820178962415188
002,17,Bar,"[66,5,35,55,35,33,6,97,15,24]","[3,4]",75,64,3.4757334309663976
002,18,ComparativeBar,"[5,22,18,22,87,79,82,92,49,54]","[8,7]",50,53,1.6438561897747246
002,19,ComparativeBar,"[83,97,15,41,6,39,27,66,2,16]","[6,4]",20,22,1.0874628412503393
002,20,Bar,"[56,52,67,4,26,86,22,32,90,64]","[7,0]",40,57,4.098032082960526
002,21,StackedBar,"[85,10,72,85,3,39,20,13,8,23]","[4,2]",4,4,0
002,22,StackedBar,"[38,91,19,78,57,85,56,36,75,43]","[4,8]",75,76,0.16992500144231237
002,23,StackedBar,"[35,95,87,90,61,86,5,18,9,29]","[7,1]",20,19,0.16992500144231237
002,24,StackedBar,"[53,38,0,2,31,0,96,7,38,77]","[2,9]",1,0,0.16992500144231237
002,25,Bar,"[74,70,56,6,42,25,20,5,60,74]","[8,7]",10,8,1.0874628412503393
002,26,ComparativeBar,"[6,6,33,42,73,98,2,20,83,11]","[1,6]",50,33,4.098032082960526
002,27,Bar,"[15,50,93,87,24,75,47,35,19,22]","[0,5]",20,20,0
002,28,Bar,"[0,92,74,36,39,68,60,65,80,18]","[5,1]",80,74,2.6147098441152083
002,29,ComparativeBar,"[88,56,82,80,9,72,56,9,25,74]","[3,2]",95,98,1.6438561897747246
002,30,StackedBar,"[88,15,37,68,13,88,15,71,49,5]","[6,7]",25,21,2.0443941193584534
002,31,ComparativeBar,"[54,29,37,28,74,93,25,76,76,47]","[3,4]",33,38,2.357552004618084
002,32,Bar,"[15,45,98,97,63,3,90,75,9,82]","[0,5]",25,20,2.357552004618084
002,33,Bar,"[60,94,91,71,97,74,70,11,20,97]","[7,2]",15,12,1.6438561897747246
002,34,Bar,"[53,17,77,9,57,45,56,93,97,67]","[0,1]",33,32,0.16992500144231237
002,35,ComparativeBar,"[54,13,54,23,64,67,15,54,33,11]","[8,6]",50,45,2.357552004618084
002,36,Bar,"[74,37,20,93,93,52,51,70,12,58]","[7,3]",75,75,0
002,37,StackedBar,"[56,80,98,77,71,77,56,19,80,69]","[9,3]",85,90,2.357552004618084
002,38,Bar,"[87,7,64,8,59,96,7,42,94,93]","[3,5]",15,8,2.8328900141647417
002,39,Bar,"[54,26,22,43,2,11,16,90,79,74]","[3,0]",85,80,2.357552004618084
002,40,ComparativeBar,"[92,18,80,36,83,47,7,98,73,64]","[2,9]",85,80,2.357552004618084
002,41,ComparativeBar,"[6,71,14,99,51,100,9,29,62,34]","[2,4]",25,27,1.0874628412503393
002,42,StackedBar,"[42,70,23,43,38,68,33,27,90,61]","[3,7]",60,63,1.6438561897747246
002,43,StackedBar,"[25,57,48,76,65,40,91,91,8,61]","[2,5]",85,83,1.0874628412503393
002,44,Bar,"[72,17,34,85,17,99,93,79,5,36]","[1,0]",20,24,2.0443941193584534
002,45,Bar,"[70,69,25,64,94,82,71,90,48,81]","[8,4]",45,51,2.6147098441152083
002,46,ComparativeBar,"[3,43,51,10,60,96,73,76,9,35]","[1,4]",75,72,1.6438561897747246
002,47,ComparativeBar,"[68,75,18,46,36,54,69,69,43,83]","[4,2]",50,50,0
002,48,StackedBar,"[32,44,40,55,27,68,46,80,72,19]","[9,0]",70,59,3.4757334309663976
002,49,Bar,"[74,50,18,36,14,34,7,32,57,50]","[7,8]",55,56,0.16992500144231237
002,50,StackedBar,"[57,20,66,9,97,94,45,88,17,41]","[4,0]",65,59,2.6147098441152083
002,51,ComparativeBar,"[36,27,77,3,8,97,96,81,82,78]","[8,6]",85,85,0
002,52,StackedBar,"[96,96,18,27,15,64,83,75,23,56]","[5,6]",80,77,1.6438561897747246
002,53,ComparativeBar,"[81,3,59,86,32,81,28,80,23,33]","[7,0]",99,99,0
002,54,ComparativeBar,"[1,29,13,34,30,96,24,33,23,65]","[4,2]",50,43,2.8328900141647417
002,55,StackedBar,"[39,55,41,29,37,44,81,46,11,27]","[1,6]",70,68,1.0874628412503393
002,56,ComparativeBar,"[35,40,41,98,0,2,87,55,55,44]","[2,5]",5,5,0
002,57,StackedBar,"[42,50,18,93,29,15,52,96,75,84]","[9,3]",92,90,1.0874628412503393
002,58,StackedBar,"[42,49,47,42,40,10,51,34,23,78]","[8,7]",66,68,1.0874628412503393
002,59,Bar,"[24,26,86,100,12,87,13,67,44,22]","[6,1]",55,50,2.357552004618084
002,60,Bar,"[99,100,66,92,15,94,75,36,30,13]","[7,1]",33,36,1.6438561897747246
007,1,ComparativeBar,"[16,69,95,75,49,5,62,62,93,5]","[2,8]",97,98,0.16992500144231237
007,2,StackedBar,"[95,50,46,100,77,55,99,2,9,22]","[3,5]",97,55,5.396604781181859
007,3,StackedBar,"[65,37,89,100,25,89,13,19,78,36]","[7,5]",22,21,0.16992500144231237
007,4,ComparativeBar,"[91,93,41,24,65,89,86,84,70,63]","[6,5]",95,97,1.0874628412503393
007,5,StackedBar,"[94,49,26,58,48,54,53,16,84,5]","[5,3]",96,93,1.6438561897747246
007,6,ComparativeBar,"[17,75,6,55,89,27,7,10,52,90]","[5,7]",40,37,1.6438561897747246
007,7,StackedBar,"[92,41,98,92,26,20,22,29,53,84]","[8,2]",47,54,2.8328900141647417
007,8,Bar,"[29,24,92,12,3,73,70,12,28,26]","[0,4]",10,10,0
007,9,ComparativeBar,"[26,46,6,77,18,53,35,100,15,15]","[1,2]",11,13,1.0874628412503393
007,10,Bar,"[74,92,72,97,38,14,7,5,100,0]","[7,8]",8,5,1.6438561897747246
007,11,Bar,"[54,30,42,69,2,63,67,82,91,98]","[6,9]",67,68,0.16992500144231237
007,12,Bar,"[50,77,95,58,53,16,75,44,42,21]","[5,3]",28,28,0
007,13,Bar,"[91,16,31,26,18,17,61,55,97,90]","[5,9]",21,19,1.0874628412503393
007,14,ComparativeBar,"[89,35,33,27,6,49,72,1,3,70]","[1,4]",14,17,1.6438561897747246
007,15,StackedBar,"[45,33,51,23,57,15,45,11,47,93]","[9,1]",35,35,0
007,16,StackedBar,"[53,88,14,13,61,96,74,4,60,63]","[6,2]",18,19,0.16992500144231237
007,17,Bar,"[23,18,2,18,22,42,22,22,35,61]","[4,5]",59,52,2.8328900141647417
007,18,Bar,"[74,51,26,38,36,84,51,8,74,100]","[4,5]",44,43,0.16992500144231237
007,19,ComparativeBar,"[89,67,94,97,66,96,66,70,70,41]","[3,6]",69,68,0.16992500144231237
007,20,Bar,"[29,65,29,71,95,50,61,81,74,55]","[9,8]",80,74,2.6147098441152083
007,21,StackedBar,"[39,36,65,87,67,100,64,29,63,83]","[3,8]",70,72,1.0874628412503393
007,22,Bar,"[99,3,33,54,38,24,79,97,39,81]","[2,7]",34,34,0
007,23,Bar,"[15,71,5,47,1,43,76,81,94,100]","[2,6]",8,7,0.16992500144231237
007,24,Bar,"[19,80,0,57,73,71,87,33,100,4]","[6,9]",8,5,1.6438561897747246
007,25,ComparativeBar,"[53,76,83,56,31,56,76,30,98,98]","[2,1]",89,92,1.6438561897747246
007,26,StackedBar,"[82,80,32,29,51,64,15,10,58,46]","[4,3]",60,57,1.6438561897747246
007,27,StackedBar,"[32,10,87,63,38,68,96,34,83,99]","[5,9]",67,69,1.0874628412503393
007,28,ComparativeBar,"[60,47,36,66,13,60,51,8,34,97]","[8,1]",79,72,2.8328900141647417
007,29,StackedBar,"[63,85,16,59,67,52,41,91,1,30]","[1,0]",85,74,3.4757334309663976
007,30,Bar,"[73,70,5,48,87,55,89,100,99,11]","[1,6]",77,79,1.0874628412503393
007,31,ComparativeBar,"[16,88,34,91,28,13,99,5,61,68]","[4,3]",29,31,1.0874628412503393
007,32,Bar,"[95,25,39,71,24,78,33,66,98,64]","[7,4]",44,36,3.0223678130284544
007,33,Bar,"[56,62,97,32,25,50,16,97,23,41]","[5,9]",81,82,0.16992500144231237
007,34,StackedBar,"[4,16,86,56,93,40,18,56,72,40]","[0,4]",4,4,0
007,35,StackedBar,"[100,40,64,30,85,65,31,8,26,51]","[7,5]",14,12,1.0874628412503393
007,36,StackedBar,"[16,30,27,80,81,24,1,91,27,60]","[7,5]",30,26,2.0443941193584534
007,37,StackedBar,"[34,80,96,71,63,27,24,6,72,61]","[1,0]",43,43,0
007,38,Bar,"[12,24,75,33,69,15,36,64,67,74]","[6,4]",50,52,1.0874628412503393
007,39,ComparativeBar,"[62,18,45,53,24,36,45,72,26,6]","[4,0]",40,39,0.16992500144231237
007,40,StackedBar,"[86,44,96,86,3,73,36,0,60,62]","[2,6]",38,38,0
007,41,ComparativeBar,"[24,4,11,80,81,38,73,2,64,85]","[5,3]",49,48,0.16992500144231237
007,42,Bar,"[3,36,64,52,12,24,99,54,52,98]","[3,7]",97,96,0.16992500144231237
007,43,StackedBar,"[39,35,44,7,98,37,80,76,63,32]","[2,0]",88,89,0.16992500144231237
007,44,StackedBar,"[78,100,78,58,78,17,70,88,82,94]","[0,2]",100,100,0
007,45,Bar,"[9,50,89,39,68,59,9,57,80,67]","[5,9]",87,88,0.16992500144231237
007,46,ComparativeBar,"[41,72,64,23,76,73,73,52,34,3]","[1,2]",88,89,0.16992500144231237
007,47,ComparativeBar,"[78,21,20,75,95,49,37,63,16,64]","[4,8]",21,17,2.0443941193584534
007,48,StackedBar,"[97,17,99,23,14,0,74,100,72,45]","[6,5]",0,0,0
007,49,ComparativeBar,"[30,72,75,7,6,46,10,47,68,20]","[9,3]",50,35,3.9188632372745946
007,50,ComparativeBar,"[60,100,91,68,65,88,86,64,71,62]","[4,2]",71,71,0
007,51,Bar,"[73,21,93,49,58,79,37,74,44,21]","[1,9]",95,100,2.357552004618084
007,52,StackedBar,"[8,81,58,99,91,70,56,45,27,92]","[4,0]",11,9,1.0874628412503393
007,53,ComparativeBar,"[77,18,96,36,51,0,57,76,49,41]","[1,5]",0,0,0
007,54,ComparativeBar,"[98,88,5,18,48,19,59,27,46,94]","[6,0]",61,60,0.16992500144231237
007,55,ComparativeBar,"[39,96,26,37,78,11,89,80,31,7]","[1,5]",96,11,6.411510988012071
007,56,ComparativeBar,"[42,5,68,64,75,21,58,73,20,93]","[2,9]",74,73,0.16992500144231237
007,57,ComparativeBar,"[79,2,21,7,80,25,62,35,50,98]","[8,1]",2,4,1.0874628412503393
007,58,Bar,"[25,7,74,53,65,45,92,76,20,14]","[8,1]",40,35,2.357552004618084
007,59,StackedBar,"[38,74,97,81,53,75,0,50,35,44]","[0,9]",93,86,2.8328900141647417
007,60,Bar,"[37,59,79,60,70,36,16,8,79,89]","[9,2]",88,89,0.16992500144231237
008,1,ComparativeBar,"[91,76,31,77,78,41,23,99,17,24]","[7,2]",33,31,1.0874628412503393
008,2,ComparativeBar,"[28,84,17,18,89,97,90,17,31,81]","[0,1]",25,33,3.0223678130284544
008,3,Bar,"[50,50,25,65,42,5,87,76,43,27]","[4,2]",60,60,0
008,4,ComparativeBar,"[95,54,88,35,95,9,41,23,81,26]","[3,0]",40,37,1.6438561897747246
008,5,ComparativeBar,"[41,13,56,85,100,58,82,64,48,79]","[8,3]",55,56,0.16992500144231237
008,6,Bar,"[20,62,51,89,37,66,54,39,16,31]","[3,2]",53,57,2.0443941193584534
008,7,StackedBar,"[86,85,0,96,5,15,90,65,24,15]","[2,6]",90,0,6.493855449240822
008,8,Bar,"[32,98,52,60,29,21,24,51,32,18]","[3,5]",35,35,0
008,9,Bar,"[22,71,90,43,98,71,81,54,84,25]","[0,5]",30,31,0.16992500144231237
008,10,StackedBar,"[14,98,4,50,73,63,73,25,20,45]","[4,2]",7,5,1.0874628412503393
008,11,ComparativeBar,"[98,41,23,76,19,20,82,14,55,82]","[8,6]",65,67,1.0874628412503393
008,12,Bar,"[55,30,50,62,5,60,23,65,55,42]","[1,7]",60,46,3.820178962415188
008,13,Bar,"[80,44,66,82,50,53,49,44,2,30]","[2,0]",82,83,0.16992500144231237
008,14,ComparativeBar,"[15,80,34,84,31,33,97,50,6,70]","[0,3]",12,18,2.6147098441152083
008,15,ComparativeBar,"[40,0,20,92,97,75,20,97,92,99]","[0,7]",40,41,0.16992500144231237
008,16,StackedBar,"[29,26,69,93,46,20,79,49,85,20]","[2,0]",45,42,1.6438561897747246
008,17,StackedBar,"[91,38,54,28,45,41,54,8,92,98]","[5,3]",78,68,3.3398500028846247
008,18,StackedBar,"[19,13,41,28,37,29,13,9,57,15]","[4,8]",62,65,1.6438561897747246
008,19,ComparativeBar,"[81,70,84,93,7,86,88,62,36,85]","[0,2]",97,96,0.16992500144231237
008,20,StackedBar,"[50,64,63,82,21,28,22,65,77,22]","[6,1]",40,34,2.6147098441152083
008,21,ComparativeBar,"[37,37,77,11,100,21,61,78,70,6]","[8,6]",90,87,1.6438561897747246
008,22,StackedBar,"[86,23,57,47,13,75,40,33,43,17]","[3,1]",47,49,1.0874628412503393
008,23,StackedBar,"[22,62,78,65,3,93,27,44,75,96]","[3,7]",68,68,0
008,24,ComparativeBar,"[99,22,90,22,42,42,89,80,23,45]","[9,0]",45,45,0
008,25,StackedBar,"[56,31,24,70,32,57,40,36,48,29]","[6,4]",85,80,2.357552004618084
008,26,Bar,"[79,19,91,67,76,37,18,92,85,62]","[5,0]",50,47,1.6438561897747246
008,27,StackedBar,"[67,37,19,96,17,17,48,72,74,14]","[4,0]",25,25,0
008,28,StackedBar,"[21,66,84,14,69,70,89,69,49,1]","[8,3]",30,29,0.16992500144231237
008,29,Bar,"[33,24,58,0,57,13,7,24,82,31]","[3,4]",0,0,0
008,30,Bar,"[57,59,36,91,34,35,69,38,52,100]","[9,6]",67,69,1.0874628412503393
008,31,StackedBar,"[57,88,73,42,62,46,13,16,41,32]","[0,6]",20,23,1.6438561897747246
008,32,ComparativeBar,"[29,5,75,30,86,89,85,73,71,94]","[1,6]",3,6,1.6438561897747246
008,33,ComparativeBar,"[16,88,82,0,68,59,18,49,8,53]","[9,7]",95,92,1.6438561897747246
008,34,Bar,"[54,11,17,35,92,26,31,89,33,70]","[8,1]",40,33,2.8328900141647417
008,35,StackedBar,"[56,30,34,13,5,68,10,86,1,61]","[7,5]",76,79,1.6438561897747246
008,36,Bar,"[15,85,14,53,56,24,82,70,71,93]","[2,8]",16,20,2.0443941193584534
008,37,Bar,"[36,1,72,35,53,4,71,19,12,48]","[6,1]",2,1,0.16992500144231237
008,38,ComparativeBar,"[78,38,32,47,72,14,28,4,50,44]","[0,7]",4,5,0.16992500144231237
008,39,StackedBar,"[55,72,92,5,80,82,25,99,0,70]","[0,3]",7,9,1.0874628412503393
008,40,Bar,"[48,70,41,22,45,63,65,57,82,79]","[7,5]",90,90,0
008,41,ComparativeBar,"[94,42,9,28,58,67,37,32,95,82]","[1,5]",60,63,1.6438561897747246
008,42,Bar,"[100,83,5,64,87,67,60,50,50,43]","[8,2]",10,10,0
008,43,StackedBar,"[97,17,30,52,39,50,12,18,34,99]","[7,9]",17,18,0.16992500144231237
008,44,ComparativeBar,"[30,31,54,4,54,80,5,67,70,23]","[8,7]",95,96,0.16992500144231237
008,45,Bar,"[20,74,0,19,84,45,8,11,51,7]","[6,2]",0,0,0
008,46,StackedBar,"[49,73,88,25,36,2,80,85,50,72]","[7,0]",60,58,1.0874628412503393
008,47,ComparativeBar,"[45,26,27,9,87,6,6,47,68,3]","[5,0]",9,13,2.0443941193584534
008,48,StackedBar,"[34,41,94,83,35,75,93,14,42,0]","[2,8]",45,45,0
008,49,Bar,"[50,41,80,80,41,84,95,27,95,90]","[6,1]",45,43,1.0874628412503393
008,50,Bar,"[59,99,51,45,94,84,87,4,47,27]","[3,8]",98,96,1.0874628412503393
008,51,StackedBar,"[11,26,35,26,33,73,48,4,69,65]","[0,6]",33,23,3.3398500028846247
008,52,Bar,"[33,33,62,2,67,73,26,3,8,81]","[2,5]",85,85,0
008,53,StackedBar,"[7,56,100,65,75,76,4,97,53,1]","[0,3]",6,11,2.357552004618084
008,54,Bar,"[90,92,5,81,83,72,80,72,22,91]","[1,8]",18,24,2.6147098441152083
008,55,ComparativeBar,"[54,54,85,38,42,39,81,77,55,9]","[6,0]",70,67,1.6438561897747246
008,56,Bar,"[79,60,62,54,18,14,81,53,7,6]","[6,4]",17,22,2.357552004618084
008,57,ComparativeBar,"[60,49,3,22,66,18,21,19,98,99]","[2,3]",15,14,0.16992500144231237
008,58,StackedBar,"[23,1,0,66,82,39,8,76,57,42]","[0,4]",30,28,1.0874628412503393
008,59,ComparativeBar,"[51,83,77,72,8,34,4,26,29,56]","[8,2]",37,38,0.16992500144231237
008,60,ComparativeBar,"[30,75,65,59,22,5,95,80,25,90]","[3,2]",90,91,0.16992500144231237
009,1,ComparativeBar,"[86,83,57,75,24,4,85,80,39,17]","[4,9]",80,71,3.189824558880017
009,2,Bar,"[33,84,75,92,76,97,47,77,86,31]","[8,3]",93,93,0
009,3,StackedBar,"[94,80,99,62,81,56,97,49,68,47]","[5,4]",64,69,2.357552004618084
009,4,ComparativeBar,"[23,12,47,62,86,25,88,68,49,64]","[4,3]",75,72,1.6438561897747246
009,5,StackedBar,"[90,56,49,28,39,23,91,40,76,64]","[9,8]",85,84,0.16992500144231237
009,6,Bar,"[93,48,24,13,96,61,59,26,0,90]","[6,5]",97,97,0
009,7,StackedBar,"[70,27,23,82,31,8,48,99,73,22]","[8,1]",35,37,1.0874628412503393
009,8,StackedBar,"[4,64,40,1,79,28,58,74,29,42]","[4,7]",93,94,0.16992500144231237
009,9,StackedBar,"[99,5,1,37,43,84,6,71,94,34]","[5,0]",86,85,0.16992500144231237
009,10,Bar,"[74,57,42,57,52,22,17,96,51,31]","[1,6]",30,30,0
009,11,StackedBar,"[49,44,44,80,84,73,21,97,97,80]","[3,4]",95,95,0
009,12,ComparativeBar,"[93,45,79,92,25,16,96,52,33,27]","[1,7]",87,87,0
009,13,Bar,"[15,87,64,52,59,51,15,70,50,81]","[3,0]",35,29,2.6147098441152083
009,14,StackedBar,"[62,27,10,59,47,98,56,80,51,81]","[6,4]",90,84,2.6147098441152083
009,15,StackedBar,"[43,32,94,21,87,43,83,5,6,67]","[9,4]",70,77,2.8328900141647417
009,16,StackedBar,"[80,18,9,14,89,77,81,32,35,6]","[2,0]",10,11,0.16992500144231237
009,17,Bar,"[82,50,75,59,28,91,8,17,88,48]","[2,8]",86,85,0.16992500144231237
009,18,StackedBar,"[14,39,85,57,47,2,44,74,1,43]","[5,3]",5,4,0.16992500144231237
009,19,ComparativeBar,"[98,42,17,96,34,24,60,68,26,85]","[8,2]",80,65,3.9188632372745946
009,20,Bar,"[87,56,25,26,26,55,17,95,4,62]","[7,0]",95,92,1.6438561897747246
009,21,ComparativeBar,"[82,79,80,56,25,86,65,71,77,99]","[2,9]",81,81,0
009,22,Bar,"[30,8,80,93,76,8,28,98,96,54]","[2,8]",85,83,1.0874628412503393
009,23,Bar,"[2,20,60,5,99,83,41,49,84,59]","[2,1]",33,33,0
009,24,StackedBar,"[9,37,42,73,57,63,77,34,66,76]","[3,5]",80,86,2.6147098441152083
009,25,StackedBar,"[55,33,95,91,5,37,85,53,99,3]","[3,2]",95,96,0.16992500144231237
009,26,StackedBar,"[7,83,25,30,18,64,17,85,67,97]","[5,4]",32,28,2.0443941193584534
009,27,Bar,"[41,31,71,60,4,36,71,39,75,57]","[1,0]",75,76,0.16992500144231237
009,28,Bar,"[39,24,88,35,14,56,19,96,11,98]","[0,6]",50,49,0.16992500144231237
009,29,ComparativeBar,"[34,68,61,44,59,70,63,90,10,27]","[5,2]",80,87,2.8328900141647417
009,30,Bar,"[37,2,66,41,36,60,84,22,9,31]","[8,5]",20,15,2.357552004618084
009,31,Bar,"[59,11,89,84,44,39,59,17,93,81]","[8,2]",97,96,0.16992500144231237
009,32,Bar,"[42,41,60,15,54,0,14,1,28,98]","[7,8]",3,4,0.16992500144231237
009,33,StackedBar,"[49,75,96,58,35,73,28,62,54,82]","[1,3]",60,77,4.098032082960526
009,34,ComparativeBar,"[19,35,93,36,35,79,2,77,21,56]","[8,1]",67,60,2.8328900141647417
009,35,ComparativeBar,"[55,11,11,32,13,94,53,64,28,0]","[2,4]",99,85,3.820178962415188
009,36,ComparativeBar,"[40,77,42,24,47,19,86,48,0,78]","[2,3]",60,57,1.6438561897747246
009,37,Bar,"[53,18,32,100,92,28,41,62,94,17]","[5,9]",60,61,0.16992500144231237
009,38,StackedBar,"[38,50,50,71,80,75,69,34,68,67]","[4,9]",85,84,0.16992500144231237
009,39,ComparativeBar,"[58,4,15,46,59,47,19,34,99,34]","[0,3]",78,79,0.16992500144231237
009,40,StackedBar,"[69,80,25,96,81,35,35,66,1,24]","[6,7]",50,53,1.6438561897747246
009,41,Bar,"[62,13,32,76,6,54,57,7,7,63]","[0,7]",22,11,3.4757334309663976
009,42,Bar,"[5,49,57,49,49,40,27,39,90,25]","[1,5]",83,82,0.16992500144231237
009,43,Bar,"[96,48,25,90,45,55,24,80,29,51]","[3,8]",33,32,0.16992500144231237
009,44,StackedBar,"[57,99,65,9,73,26,14,3,26,40]","[4,5]",40,36,2.0443941193584534
009,45,ComparativeBar,"[54,51,55,89,70,7,45,100,49,63]","[2,1]",95,93,1.0874628412503393
009,46,StackedBar,"[52,93,25,24,30,91,74,9,26,23]","[6,5]",80,81,0.16992500144231237
009,47,ComparativeBar,"[9,74,14,6,59,32,56,81,30,41]","[4,3]",10,10,0
009,48,ComparativeBar,"[20,16,71,37,75,41,8,41,4,42]","[6,1]",33,50,4.098032082960526
009,49,Bar,"[60,16,18,80,60,78,56,13,85,88]","[9,0]",65,68,1.6438561897747246
009,50,ComparativeBar,"[17,19,43,14,11,82,84,4,92,54]","[2,0]",40,40,0
009,51,Bar,"[81,22,54,11,11,10,86,75,12,36]","[9,8]",33,33,0
009,52,ComparativeBar,"[68,29,1,97,75,40,74,59,23,17]","[7,5]",67,68,0.16992500144231237
009,53,StackedBar,"[15,10,26,42,85,79,89,75,11,45]","[5,0]",25,19,2.6147098441152083
009,54,StackedBar,"[80,40,73,78,4,49,35,89,65,20]","[4,9]",20,20,0
009,55,ComparativeBar,"[56,64,70,65,68,11,81,19,61,90]","[2,8]",90,87,1.6438561897747246
009,56,ComparativeBar,"[33,50,25,47,73,8,31,66,26,25]","[1,0]",64,66,1.0874628412503393
009,57,ComparativeBar,"[5,3,23,15,62,59,31,39,92,82]","[6,4]",48,50,1.0874628412503393
009,58,ComparativeBar,"[6,30,25,52,86,52,29,27,11,88]","[7,5]",58,52,2.6147098441152083
009,59,ComparativeBar,"[20,96,58,47,24,67,55,7,98,97]","[2,9]",60,60,0
009,60,Bar,"[6,79,74,50,57,65,79,3,89,76]","[9,3]",70,66,2.0443941193584534
010,1,Bar,"[14,71,71,28,59,61,94,96,62,90]","[5,7]",66,64,1.0874628412503393
010,2,Bar,"[22,10,20,87,8,76,52,1,99,76]","[4,5]",9,11,1.0874628412503393
010,3,StackedBar,"[42,70,93,18,3,71,48,99,59,3]","[8,1]",91,84,2.8328900141647417
010,4,StackedBar,"[25,70,5,27,16,96,9,60,49,70]","[4,9]",20,23,1.6438561897747246
